pais,anio,grupo_edad,sexo,causa,causa_grupo,q_c
Belice,2015,5-9,Hombre,I,Enfermedades infecciosas y parasitarias,8.851117259692416e-5
Belice,2015,5-9,Hombre,II,Tumores,6.820923552736482e-5
Belice,2015,5-9,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.603168227092204e-6
Belice,2015,5-9,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2041657941372732e-5
Belice,2015,5-9,Hombre,IX,Enfermedades del sistema circulatorio,9.4822420839724e-6
Belice,2015,5-9,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.6557158785020926e-5
Belice,2015,5-9,Hombre,X,Enfermedades del sistema respiratorio,6.342810016492116e-5
Belice,2015,5-9,Hombre,XI,Enfermedades del sistema digestivo,1.2064427825649564e-4
Belice,2015,5-9,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.504345311648701e-6
Belice,2015,5-9,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.1190230955034024e-5
Belice,2015,5-9,Hombre,XIV,Enfermedades del sistema genitourinario,6.013203153123492e-5
Belice,2015,5-9,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.31569303324462e-5
Belice,2015,5-9,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.817783341713971e-6
Belice,2015,5-9,Hombre,XX,Causas externas de mortalidad,1.494647516835649e-4
Belice,2015,5-9,Mujer,I,Enfermedades infecciosas y parasitarias,9.310049841582119e-5
Belice,2015,5-9,Mujer,II,Tumores,7.066136373963357e-5
Belice,2015,5-9,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.80758972552867e-6
Belice,2015,5-9,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2578498999563436e-5
Belice,2015,5-9,Mujer,IX,Enfermedades del sistema circulatorio,9.69483489030559e-6
Belice,2015,5-9,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.96052572693336e-5
Belice,2015,5-9,Mujer,X,Enfermedades del sistema respiratorio,1.185833288197078e-5
Belice,2015,5-9,Mujer,XI,Enfermedades del sistema digestivo,7.384497707861155e-5
Belice,2015,5-9,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.729145278471687e-6
Belice,2015,5-9,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.1538089512906145e-5
Belice,2015,5-9,Mujer,XIV,Enfermedades del sistema genitourinario,9.261639501089394e-6
Belice,2015,5-9,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.94476241277414e-6
Belice,2015,5-9,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.27401098564323e-6
Belice,2015,5-9,Mujer,XX,Causas externas de mortalidad,1.5454607457919108e-4
Belice,2015,50-54,Hombre,I,Enfermedades infecciosas y parasitarias,0.0011850602610705898
Belice,2015,50-54,Hombre,II,Tumores,0.0013790532447529274
Belice,2015,50-54,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.4482562083113076e-4
Belice,2015,50-54,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",8.36938666745965e-4
Belice,2015,50-54,Hombre,IX,Enfermedades del sistema circulatorio,0.00110543528301837
Belice,2015,50-54,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.9826896388430816e-5
Belice,2015,50-54,Hombre,X,Enfermedades del sistema respiratorio,9.680245632331527e-4
Belice,2015,50-54,Hombre,XI,Enfermedades del sistema digestivo,0.0013372099064983421
Belice,2015,50-54,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,3.8653963829970654e-6
Belice,2015,50-54,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.7037545639845826e-5
Belice,2015,50-54,Hombre,XIV,Enfermedades del sistema genitourinario,2.2855823060334284e-5
Belice,2015,50-54,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.3342305041377491e-5
Belice,2015,50-54,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.858061822884749e-4
Belice,2015,50-54,Hombre,XX,Causas externas de mortalidad,0.0016965128114900196
Belice,2015,50-54,Mujer,I,Enfermedades infecciosas y parasitarias,7.124170764896394e-4
Belice,2015,50-54,Mujer,II,Tumores,0.0016893231275083777
Belice,2015,50-54,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.7083218967161076e-5
Belice,2015,50-54,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.001555742748723581
Belice,2015,50-54,Mujer,IX,Enfermedades del sistema circulatorio,8.626706353809844e-4
Belice,2015,50-54,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.970346134861114e-5
Belice,2015,50-54,Mujer,X,Enfermedades del sistema respiratorio,4.4461475268642303e-4
Belice,2015,50-54,Mujer,XI,Enfermedades del sistema digestivo,5.809522837237641e-4
Belice,2015,50-54,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,3.81489027574515e-6
Belice,2015,50-54,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.68214140951124e-5
Belice,2015,50-54,Mujer,XIV,Enfermedades del sistema genitourinario,2.381318974457667e-5
Belice,2015,50-54,Mujer,XV,"Embarazo, parto y puerperio",1.812098130659975e-5
Belice,2015,50-54,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.3670391254121252e-5
Belice,2015,50-54,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.0589528982265864e-5
Belice,2015,50-54,Mujer,XX,Causas externas de mortalidad,2.468706224076384e-4
Belice,2015,55-59,Hombre,I,Enfermedades infecciosas y parasitarias,0.0010365342372548921
Belice,2015,55-59,Hombre,II,Tumores,0.003184250607332162
Belice,2015,55-59,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.0305623188961762e-5
Belice,2015,55-59,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.002140208272109057
Belice,2015,55-59,Hombre,IX,Enfermedades del sistema circulatorio,0.0033790065873774084
Belice,2015,55-59,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.475022171814506e-4
Belice,2015,55-59,Hombre,X,Enfermedades del sistema respiratorio,0.0016215599889623999
Belice,2015,55-59,Hombre,XI,Enfermedades del sistema digestivo,0.001228250528471645
Belice,2015,55-59,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,5.3951550336902e-6
Belice,2015,55-59,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.829084997031156e-5
Belice,2015,55-59,Hombre,XIV,Enfermedades del sistema genitourinario,2.0409990656629148e-4
Belice,2015,55-59,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.432364750347796e-4
Belice,2015,55-59,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.8935424978678078e-4
Belice,2015,55-59,Hombre,XX,Causas externas de mortalidad,0.0015283606355938168
Belice,2015,55-59,Mujer,I,Enfermedades infecciosas y parasitarias,7.447591303509034e-4
Belice,2015,55-59,Mujer,II,Tumores,0.0016600624362761202
Belice,2015,55-59,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.1749050264365157e-5
Belice,2015,55-59,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0025540141593553343
Belice,2015,55-59,Mujer,IX,Enfermedades del sistema circulatorio,0.002570271865298048
Belice,2015,55-59,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.138310839453397e-4
Belice,2015,55-59,Mujer,X,Enfermedades del sistema respiratorio,4.0864473626141365e-5
Belice,2015,55-59,Mujer,XI,Enfermedades del sistema digestivo,7.448579613183222e-4
Belice,2015,55-59,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,4.930284290122137e-6
Belice,2015,55-59,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.8306313120525806e-5
Belice,2015,55-59,Mujer,XIV,Enfermedades del sistema genitourinario,3.8927856388353384e-4
Belice,2015,55-59,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.658018586927873e-5
Belice,2015,55-59,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.444682399653633e-5
Belice,2015,55-59,Mujer,XX,Causas externas de mortalidad,3.100059593836234e-4
Belice,2015,60-64,Hombre,I,Enfermedades infecciosas y parasitarias,0.001743554548430112
Belice,2015,60-64,Hombre,II,Tumores,0.0038582416474115576
Belice,2015,60-64,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.8733684183949087e-5
Belice,2015,60-64,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0036384914278797253
Belice,2015,60-64,Hombre,IX,Enfermedades del sistema circulatorio,0.004135496110147905
Belice,2015,60-64,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.7525054799763837e-4
Belice,2015,60-64,Hombre,X,Enfermedades del sistema respiratorio,0.002706479536134443
Belice,2015,60-64,Hombre,XI,Enfermedades del sistema digestivo,0.002082142251109449
Belice,2015,60-64,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.827456049237576e-6
Belice,2015,60-64,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.8347995930060375e-5
Belice,2015,60-64,Hombre,XIV,Enfermedades del sistema genitourinario,2.732546705182453e-4
Belice,2015,60-64,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.9264225371428693e-5
Belice,2015,60-64,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.8898549499439356e-5
Belice,2015,60-64,Hombre,XX,Causas externas de mortalidad,0.003360496317712265
Belice,2015,60-64,Mujer,I,Enfermedades infecciosas y parasitarias,0.001203390007108534
Belice,2015,60-64,Mujer,II,Tumores,0.0018258258340781105
Belice,2015,60-64,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.9172864078190704e-5
Belice,2015,60-64,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0028377207759815778
Belice,2015,60-64,Mujer,IX,Enfermedades del sistema circulatorio,0.003351909690365489
Belice,2015,60-64,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.9277856046912526e-4
Belice,2015,60-64,Mujer,X,Enfermedades del sistema respiratorio,5.627297945784887e-4
Belice,2015,60-64,Mujer,XI,Enfermedades del sistema digestivo,0.0010342542646960692
Belice,2015,60-64,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.11311560576362e-6
Belice,2015,60-64,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.930799290544408e-5
Belice,2015,60-64,Mujer,XIV,Enfermedades del sistema genitourinario,4.194250824186013e-5
Belice,2015,60-64,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.1828459137229347e-5
Belice,2015,60-64,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.9445824235619197e-5
Belice,2015,60-64,Mujer,XX,Causas externas de mortalidad,4.142499993735514e-4
Belice,2015,65-69,Hombre,I,Enfermedades infecciosas y parasitarias,0.0015478323492217187
Belice,2015,65-69,Hombre,II,Tumores,0.0038536324769922843
Belice,2015,65-69,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.045471377657328e-5
Belice,2015,65-69,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.004942308292677434
Belice,2015,65-69,Hombre,IX,Enfermedades del sistema circulatorio,0.007742475234069419
Belice,2015,65-69,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9.114372239533808e-5
Belice,2015,65-69,Hombre,X,Enfermedades del sistema respiratorio,0.0028629019549538336
Belice,2015,65-69,Hombre,XI,Enfermedades del sistema digestivo,0.0010736092301559697
Belice,2015,65-69,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,9.745712047092308e-6
Belice,2015,65-69,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.9783691166268817e-5
Belice,2015,65-69,Hombre,XIV,Enfermedades del sistema genitourinario,3.9418143296181854e-4
Belice,2015,65-69,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.530711305915641e-5
Belice,2015,65-69,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.7535696845678735e-5
Belice,2015,65-69,Hombre,XX,Causas externas de mortalidad,0.002669245792936351
Belice,2015,65-69,Mujer,I,Enfermedades infecciosas y parasitarias,7.765679700436097e-4
Belice,2015,65-69,Mujer,II,Tumores,0.0015370192246823046
Belice,2015,65-69,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.8395903378190566e-5
Belice,2015,65-69,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.004461331974376592
Belice,2015,65-69,Mujer,IX,Enfermedades del sistema circulatorio,0.007073683361603085
Belice,2015,65-69,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9.858740249308428e-5
Belice,2015,65-69,Mujer,X,Enfermedades del sistema respiratorio,0.001187708663040385
Belice,2015,65-69,Mujer,XI,Enfermedades del sistema digestivo,4.534700594650388e-4
Belice,2015,65-69,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.0962124961957075e-5
Belice,2015,65-69,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.016155476669364e-5
Belice,2015,65-69,Mujer,XIV,Enfermedades del sistema genitourinario,4.1561652107848966e-4
Belice,2015,65-69,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.68397514451582e-5
Belice,2015,65-69,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.7724625351144543e-5
Belice,2015,65-69,Mujer,XX,Causas externas de mortalidad,5.527726429946297e-4
Belice,2015,70-74,Hombre,I,Enfermedades infecciosas y parasitarias,0.00205284011973827
Belice,2015,70-74,Hombre,II,Tumores,0.005673302589934116
Belice,2015,70-74,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.661966406976392e-4
Belice,2015,70-74,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.005729072279967633
Belice,2015,70-74,Hombre,IX,Enfermedades del sistema circulatorio,0.006323717397697486
Belice,2015,70-74,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0013082180802118663
Belice,2015,70-74,Hombre,X,Enfermedades del sistema respiratorio,0.003716582261512125
Belice,2015,70-74,Hombre,XI,Enfermedades del sistema digestivo,0.0015084037704606792
Belice,2015,70-74,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.606339111253965e-5
Belice,2015,70-74,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.103402569758192e-5
Belice,2015,70-74,Hombre,XIV,Enfermedades del sistema genitourinario,0.0010664302655624177
Belice,2015,70-74,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.0481223524133015e-5
Belice,2015,70-74,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0010564964148685894
Belice,2015,70-74,Hombre,XX,Causas externas de mortalidad,0.0010619482519758996
Belice,2015,70-74,Mujer,I,Enfermedades infecciosas y parasitarias,0.0010359073859872853
Belice,2015,70-74,Mujer,II,Tumores,0.005471186465937539
Belice,2015,70-74,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.8250320238439484e-4
Belice,2015,70-74,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.007731359572012227
Belice,2015,70-74,Mujer,IX,Enfermedades del sistema circulatorio,0.005581002519854598
Belice,2015,70-74,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0013706239084756012
Belice,2015,70-74,Mujer,X,Enfermedades del sistema respiratorio,0.0028587407272424037
Belice,2015,70-74,Mujer,XI,Enfermedades del sistema digestivo,6.446057486068547e-4
Belice,2015,70-74,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.4291568662646712e-5
Belice,2015,70-74,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.094978749547934e-5
Belice,2015,70-74,Mujer,XIV,Enfermedades del sistema genitourinario,6.145378045167145e-4
Belice,2015,70-74,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.121681566059532e-5
Belice,2015,70-74,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.435368491337827e-5
Belice,2015,70-74,Mujer,XX,Causas externas de mortalidad,7.347954548843147e-4
Belice,2015,75-79,Hombre,I,Enfermedades infecciosas y parasitarias,7.787540200238321e-4
Belice,2015,75-79,Hombre,II,Tumores,0.01114101564817315
Belice,2015,75-79,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.190313561318654e-5
Belice,2015,75-79,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.005773711279822026
Belice,2015,75-79,Hombre,IX,Enfermedades del sistema circulatorio,0.023177521974654166
Belice,2015,75-79,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.001137465539991644
Belice,2015,75-79,Hombre,X,Enfermedades del sistema respiratorio,0.01015746333350252
Belice,2015,75-79,Hombre,XI,Enfermedades del sistema digestivo,0.0013834293017586227
Belice,2015,75-79,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,2.040454815151586e-5
Belice,2015,75-79,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.1497461891525744e-5
Belice,2015,75-79,Hombre,XIV,Enfermedades del sistema genitourinario,0.002786568594698074
Belice,2015,75-79,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.444589583421848e-5
Belice,2015,75-79,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",7.610347663322841e-4
Belice,2015,75-79,Hombre,XX,Causas externas de mortalidad,0.0026342780560848892
Belice,2015,75-79,Mujer,I,Enfermedades infecciosas y parasitarias,3.6092709752719155e-4
