anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion,mu_c,mu_total,q_c
2015,Hombre,Belice,55-59,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,5618,1.77999288002848e-4,0.015663937344250624,1.766124536929168e-4
2015,Hombre,Belice,55-59,XX,Causas externas de mortalidad,9,5618,0.001601993592025632,0.015663937344250624,0.0015895120832362514
2015,Hombre,Belice,60-64,I,Enfermedades infecciosas y parasitarias,8,4105,0.00194884287454324,0.022898903775883068,0.0019266990370591123
2015,Hombre,Belice,60-64,II,Tumores,16,4105,0.00389768574908648,0.022898903775883068,0.0038533980741182246
2015,Hombre,Belice,60-64,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,4105,0,0.022898903775883068,0
2015,Hombre,Belice,60-64,IV,"Enfermedades endocrinas, nutricionales y metabólicas",15,4105,0.0036540803897685747,0.022898903775883068,0.0036125606944858355
2015,Hombre,Belice,60-64,IX,Enfermedades del sistema circulatorio,17,4105,0.0041412911084043845,0.022898903775883068,0.0040942354537506125
2015,Hombre,Belice,60-64,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,4105,2.43605359317905e-4,0.022898903775883068,2.4083737963238904e-4
2015,Hombre,Belice,60-64,X,Enfermedades del sistema respiratorio,11,4105,0.002679658952496955,0.022898903775883068,0.0026492111759562793
2015,Hombre,Belice,60-64,XI,Enfermedades del sistema digestivo,9,4105,0.002192448233861145,0.022898903775883068,0.002167536416691501
