anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion
2015,Hombre,Belice,95+,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,15
2015,Hombre,Belice,95+,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,15
2015,Hombre,Belice,95+,IX,Enfermedades del sistema circulatorio,5,15
2015,Hombre,Belice,95+,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,15
2015,Hombre,Belice,95+,X,Enfermedades del sistema respiratorio,4,15
2015,Hombre,Belice,95+,XI,Enfermedades del sistema digestivo,0,15
2015,Hombre,Belice,95+,XII,Enfermedades de la piel y del tejido subcutáneo,0,15
2015,Hombre,Belice,95+,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,15
2015,Hombre,Belice,95+,XIV,Enfermedades del sistema genitourinario,0,15
2015,Hombre,Belice,95+,XV,"Embarazo, parto y puerperio",0,15
2015,Hombre,Belice,95+,XVI,Afecciones originadas en el periodo perinatal,0,15
2015,Hombre,Belice,95+,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,15
2015,Hombre,Belice,95+,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1,15
2015,Hombre,Belice,95+,XX,Causas externas de mortalidad,0,15
2015,Mujer,Belice,0-4,I,Enfermedades infecciosas y parasitarias,4,17956
2015,Mujer,Belice,0-4,II,Tumores,2,17956
2015,Mujer,Belice,0-4,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,17956
2015,Mujer,Belice,0-4,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,17956
2015,Mujer,Belice,0-4,IX,Enfermedades del sistema circulatorio,1,17956
2015,Mujer,Belice,0-4,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,17956
2015,Mujer,Belice,0-4,X,Enfermedades del sistema respiratorio,5,17956
2015,Mujer,Belice,0-4,XI,Enfermedades del sistema digestivo,2,17956
2015,Mujer,Belice,0-4,XII,Enfermedades de la piel y del tejido subcutáneo,0,17956
2015,Mujer,Belice,0-4,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,17956
2015,Mujer,Belice,0-4,XIV,Enfermedades del sistema genitourinario,0,17956
2015,Mujer,Belice,0-4,XV,"Embarazo, parto y puerperio",0,17956
2015,Mujer,Belice,0-4,XVI,Afecciones originadas en el periodo perinatal,35,17956
2015,Mujer,Belice,0-4,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",13,17956
2015,Mujer,Belice,0-4,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2,17956
2015,Mujer,Belice,0-4,XX,Causas externas de mortalidad,3,17956
2015,Mujer,Belice,10-14,I,Enfermedades infecciosas y parasitarias,1,19264
2015,Mujer,Belice,10-14,II,Tumores,0,19264
2015,Mujer,Belice,10-14,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,19264
2015,Mujer,Belice,10-14,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,19264
2015,Mujer,Belice,10-14,IX,Enfermedades del sistema circulatorio,0,19264
2015,Mujer,Belice,10-14,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,19264
2015,Mujer,Belice,10-14,X,Enfermedades del sistema respiratorio,0,19264
2015,Mujer,Belice,10-14,XI,Enfermedades del sistema digestivo,0,19264
2015,Mujer,Belice,10-14,XII,Enfermedades de la piel y del tejido subcutáneo,0,19264
2015,Mujer,Belice,10-14,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,19264
2015,Mujer,Belice,10-14,XIV,Enfermedades del sistema genitourinario,0,19264
2015,Mujer,Belice,10-14,XV,"Embarazo, parto y puerperio",0,19264
2015,Mujer,Belice,10-14,XVI,Afecciones originadas en el periodo perinatal,0,19264
2015,Mujer,Belice,10-14,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,19264
2015,Mujer,Belice,10-14,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,19264
2015,Mujer,Belice,10-14,XX,Causas externas de mortalidad,3,19264
2015,Mujer,Belice,15-19,I,Enfermedades infecciosas y parasitarias,2,18755
2015,Mujer,Belice,15-19,II,Tumores,1,18755
2015,Mujer,Belice,15-19,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,18755
2015,Mujer,Belice,15-19,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,18755
2015,Mujer,Belice,15-19,IX,Enfermedades del sistema circulatorio,0,18755
2015,Mujer,Belice,15-19,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,18755
2015,Mujer,Belice,15-19,X,Enfermedades del sistema respiratorio,0,18755
2015,Mujer,Belice,15-19,XI,Enfermedades del sistema digestivo,1,18755
2015,Mujer,Belice,15-19,XII,Enfermedades de la piel y del tejido subcutáneo,0,18755
2015,Mujer,Belice,15-19,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,18755
2015,Mujer,Belice,15-19,XIV,Enfermedades del sistema genitourinario,0,18755
2015,Mujer,Belice,15-19,XV,"Embarazo, parto y puerperio",0,18755
2015,Mujer,Belice,15-19,XVI,Afecciones originadas en el periodo perinatal,0,18755
2015,Mujer,Belice,15-19,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,18755
2015,Mujer,Belice,15-19,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,18755
2015,Mujer,Belice,15-19,XX,Causas externas de mortalidad,3,18755
2015,Mujer,Belice,20-24,I,Enfermedades infecciosas y parasitarias,4,17678
2015,Mujer,Belice,20-24,II,Tumores,0,17678
2015,Mujer,Belice,20-24,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,17678
2015,Mujer,Belice,20-24,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,17678
2015,Mujer,Belice,20-24,IX,Enfermedades del sistema circulatorio,2,17678
2015,Mujer,Belice,20-24,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,17678
2015,Mujer,Belice,20-24,X,Enfermedades del sistema respiratorio,1,17678
2015,Mujer,Belice,20-24,XI,Enfermedades del sistema digestivo,0,17678
2015,Mujer,Belice,20-24,XII,Enfermedades de la piel y del tejido subcutáneo,0,17678
2015,Mujer,Belice,20-24,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,17678
2015,Mujer,Belice,20-24,XIV,Enfermedades del sistema genitourinario,0,17678
2015,Mujer,Belice,20-24,XV,"Embarazo, parto y puerperio",0,17678
2015,Mujer,Belice,20-24,XVI,Afecciones originadas en el periodo perinatal,0,17678
2015,Mujer,Belice,20-24,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,17678
2015,Mujer,Belice,20-24,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,17678
2015,Mujer,Belice,20-24,XX,Causas externas de mortalidad,4,17678
2015,Mujer,Belice,25-29,I,Enfermedades infecciosas y parasitarias,2,15959
2015,Mujer,Belice,25-29,II,Tumores,1,15959
2015,Mujer,Belice,25-29,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,15959
2015,Mujer,Belice,25-29,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2,15959
2015,Mujer,Belice,25-29,IX,Enfermedades del sistema circulatorio,3,15959
2015,Mujer,Belice,25-29,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,15959
2015,Mujer,Belice,25-29,X,Enfermedades del sistema respiratorio,2,15959
2015,Mujer,Belice,25-29,XI,Enfermedades del sistema digestivo,3,15959
2015,Mujer,Belice,25-29,XII,Enfermedades de la piel y del tejido subcutáneo,0,15959
2015,Mujer,Belice,25-29,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,15959
2015,Mujer,Belice,25-29,XIV,Enfermedades del sistema genitourinario,3,15959
2015,Mujer,Belice,25-29,XV,"Embarazo, parto y puerperio",0,15959
2015,Mujer,Belice,25-29,XVI,Afecciones originadas en el periodo perinatal,0,15959
2015,Mujer,Belice,25-29,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,15959
2015,Mujer,Belice,25-29,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,15959
2015,Mujer,Belice,25-29,XX,Causas externas de mortalidad,5,15959
2015,Mujer,Belice,30-34,I,Enfermedades infecciosas y parasitarias,4,13998
2015,Mujer,Belice,30-34,II,Tumores,4,13998
2015,Mujer,Belice,30-34,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,13998
2015,Mujer,Belice,30-34,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,13998
2015,Mujer,Belice,30-34,IX,Enfermedades del sistema circulatorio,2,13998
2015,Mujer,Belice,30-34,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,13998
2015,Mujer,Belice,30-34,X,Enfermedades del sistema respiratorio,2,13998
2015,Mujer,Belice,30-34,XI,Enfermedades del sistema digestivo,1,13998
2015,Mujer,Belice,30-34,XII,Enfermedades de la piel y del tejido subcutáneo,0,13998
2015,Mujer,Belice,30-34,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,13998
2015,Mujer,Belice,30-34,XIV,Enfermedades del sistema genitourinario,0,13998
2015,Mujer,Belice,30-34,XV,"Embarazo, parto y puerperio",0,13998
2015,Mujer,Belice,30-34,XVI,Afecciones originadas en el periodo perinatal,0,13998
2015,Mujer,Belice,30-34,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,13998
2015,Mujer,Belice,30-34,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,13998
2015,Mujer,Belice,30-34,XX,Causas externas de mortalidad,3,13998
2015,Mujer,Belice,35-39,I,Enfermedades infecciosas y parasitarias,6,11931
2015,Mujer,Belice,35-39,II,Tumores,2,11931
2015,Mujer,Belice,35-39,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,11931
2015,Mujer,Belice,35-39,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3,11931
2015,Mujer,Belice,35-39,IX,Enfermedades del sistema circulatorio,0,11931
2015,Mujer,Belice,35-39,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,11931
2015,Mujer,Belice,35-39,X,Enfermedades del sistema respiratorio,1,11931
2015,Mujer,Belice,35-39,XI,Enfermedades del sistema digestivo,1,11931
2015,Mujer,Belice,35-39,XII,Enfermedades de la piel y del tejido subcutáneo,0,11931
2015,Mujer,Belice,35-39,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,11931
2015,Mujer,Belice,35-39,XIV,Enfermedades del sistema genitourinario,0,11931
2015,Mujer,Belice,35-39,XV,"Embarazo, parto y puerperio",0,11931
2015,Mujer,Belice,35-39,XVI,Afecciones originadas en el periodo perinatal,0,11931
2015,Mujer,Belice,35-39,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,11931
2015,Mujer,Belice,35-39,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,11931
2015,Mujer,Belice,35-39,XX,Causas externas de mortalidad,3,11931
2015,Mujer,Belice,40-44,I,Enfermedades infecciosas y parasitarias,4,10585
2015,Mujer,Belice,40-44,II,Tumores,7,10585
2015,Mujer,Belice,40-44,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,10585
2015,Mujer,Belice,40-44,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1,10585
2015,Mujer,Belice,40-44,IX,Enfermedades del sistema circulatorio,4,10585
2015,Mujer,Belice,40-44,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,10585
2015,Mujer,Belice,40-44,X,Enfermedades del sistema respiratorio,3,10585
2015,Mujer,Belice,40-44,XI,Enfermedades del sistema digestivo,0,10585
2015,Mujer,Belice,40-44,XII,Enfermedades de la piel y del tejido subcutáneo,0,10585
2015,Mujer,Belice,40-44,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,10585
2015,Mujer,Belice,40-44,XIV,Enfermedades del sistema genitourinario,1,10585
2015,Mujer,Belice,40-44,XV,"Embarazo, parto y puerperio",0,10585
2015,Mujer,Belice,40-44,XVI,Afecciones originadas en el periodo perinatal,0,10585
2015,Mujer,Belice,40-44,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,10585
2015,Mujer,Belice,40-44,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,10585
2015,Mujer,Belice,40-44,XX,Causas externas de mortalidad,1,10585
2015,Mujer,Belice,45-49,I,Enfermedades infecciosas y parasitarias,5,8725
2015,Mujer,Belice,45-49,II,Tumores,13,8725
2015,Mujer,Belice,45-49,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,8725
2015,Mujer,Belice,45-49,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,8725
2015,Mujer,Belice,45-49,IX,Enfermedades del sistema circulatorio,4,8725
2015,Mujer,Belice,45-49,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,8725
2015,Mujer,Belice,45-49,X,Enfermedades del sistema respiratorio,2,8725
2015,Mujer,Belice,45-49,XI,Enfermedades del sistema digestivo,2,8725
2015,Mujer,Belice,45-49,XII,Enfermedades de la piel y del tejido subcutáneo,0,8725
2015,Mujer,Belice,45-49,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,8725
2015,Mujer,Belice,45-49,XIV,Enfermedades del sistema genitourinario,0,8725
2015,Mujer,Belice,45-49,XV,"Embarazo, parto y puerperio",0,8725
2015,Mujer,Belice,45-49,XVI,Afecciones originadas en el periodo perinatal,0,8725
2015,Mujer,Belice,45-49,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,8725
2015,Mujer,Belice,45-49,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,8725
2015,Mujer,Belice,45-49,XX,Causas externas de mortalidad,1,8725
2015,Mujer,Belice,5-9,I,Enfermedades infecciosas y parasitarias,1,18518
2015,Mujer,Belice,5-9,II,Tumores,1,18518
2015,Mujer,Belice,5-9,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,18518
2015,Mujer,Belice,5-9,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,18518
2015,Mujer,Belice,5-9,IX,Enfermedades del sistema circulatorio,0,18518
2015,Mujer,Belice,5-9,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,18518
2015,Mujer,Belice,5-9,X,Enfermedades del sistema respiratorio,0,18518
2015,Mujer,Belice,5-9,XI,Enfermedades del sistema digestivo,1,18518
2015,Mujer,Belice,5-9,XII,Enfermedades de la piel y del tejido subcutáneo,0,18518
2015,Mujer,Belice,5-9,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,18518
2015,Mujer,Belice,5-9,XIV,Enfermedades del sistema genitourinario,0,18518
2015,Mujer,Belice,5-9,XV,"Embarazo, parto y puerperio",0,18518
2015,Mujer,Belice,5-9,XVI,Afecciones originadas en el periodo perinatal,0,18518
2015,Mujer,Belice,5-9,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,18518
2015,Mujer,Belice,5-9,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,18518
2015,Mujer,Belice,5-9,XX,Causas externas de mortalidad,2,18518
2015,Mujer,Belice,50-54,I,Enfermedades infecciosas y parasitarias,5,7180
2015,Mujer,Belice,50-54,II,Tumores,12,7180
2015,Mujer,Belice,50-54,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,7180
2015,Mujer,Belice,50-54,IV,"Enfermedades endocrinas, nutricionales y metabólicas",11,7180
2015,Mujer,Belice,50-54,IX,Enfermedades del sistema circulatorio,6,7180
2015,Mujer,Belice,50-54,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,7180
2015,Mujer,Belice,50-54,X,Enfermedades del sistema respiratorio,3,7180
2015,Mujer,Belice,50-54,XI,Enfermedades del sistema digestivo,4,7180
2015,Mujer,Belice,50-54,XII,Enfermedades de la piel y del tejido subcutáneo,0,7180
2015,Mujer,Belice,50-54,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,7180
2015,Mujer,Belice,50-54,XIV,Enfermedades del sistema genitourinario,0,7180
2015,Mujer,Belice,50-54,XV,"Embarazo, parto y puerperio",0,7180
2015,Mujer,Belice,50-54,XVI,Afecciones originadas en el periodo perinatal,0,7180
2015,Mujer,Belice,50-54,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,7180
2015,Mujer,Belice,50-54,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,7180
2015,Mujer,Belice,50-54,XX,Causas externas de mortalidad,1,7180
2015,Mujer,Belice,55-59,I,Enfermedades infecciosas y parasitarias,4,5505
2015,Mujer,Belice,55-59,II,Tumores,9,5505
2015,Mujer,Belice,55-59,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,5505
2015,Mujer,Belice,55-59,IV,"Enfermedades endocrinas, nutricionales y metabólicas",14,5505
2015,Mujer,Belice,55-59,IX,Enfermedades del sistema circulatorio,14,5505
2015,Mujer,Belice,55-59,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,5505
2015,Mujer,Belice,55-59,X,Enfermedades del sistema respiratorio,0,5505
2015,Mujer,Belice,55-59,XI,Enfermedades del sistema digestivo,4,5505
2015,Mujer,Belice,55-59,XII,Enfermedades de la piel y del tejido subcutáneo,0,5505
2015,Mujer,Belice,55-59,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,5505
2015,Mujer,Belice,55-59,XIV,Enfermedades del sistema genitourinario,2,5505
2015,Mujer,Belice,55-59,XV,"Embarazo, parto y puerperio",0,5505
2015,Mujer,Belice,55-59,XVI,Afecciones originadas en el periodo perinatal,0,5505
2015,Mujer,Belice,55-59,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,5505
2015,Mujer,Belice,55-59,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,5505
2015,Mujer,Belice,55-59,XX,Causas externas de mortalidad,1,5505
2015,Mujer,Belice,60-64,I,Enfermedades infecciosas y parasitarias,5,3903
2015,Mujer,Belice,60-64,II,Tumores,7,3903
2015,Mujer,Belice,60-64,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,3903
2015,Mujer,Belice,60-64,IV,"Enfermedades endocrinas, nutricionales y metabólicas",11,3903
2015,Mujer,Belice,60-64,IX,Enfermedades del sistema circulatorio,13,3903
2015,Mujer,Belice,60-64,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1,3903
2015,Mujer,Belice,60-64,X,Enfermedades del sistema respiratorio,2,3903
2015,Mujer,Belice,60-64,XI,Enfermedades del sistema digestivo,4,3903
2015,Mujer,Belice,60-64,XII,Enfermedades de la piel y del tejido subcutáneo,0,3903
2015,Mujer,Belice,60-64,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,3903
2015,Mujer,Belice,60-64,XIV,Enfermedades del sistema genitourinario,0,3903
2015,Mujer,Belice,60-64,XV,"Embarazo, parto y puerperio",0,3903
